Command line
Loss = 2.0954e-01, PNorm = 1448.1208, GNorm = 0.6062, lr_0 = 3.7301e-04
Loss = 1.6434e-01, PNorm = 1448.1452, GNorm = 0.4855, lr_0 = 3.7298e-04
Loss = 1.1923e-01, PNorm = 1448.1679, GNorm = 0.2355, lr_0 = 3.7294e-04
Loss = 1.6599e-01, PNorm = 1448.1867, GNorm = 0.5763, lr_0 = 3.7291e-04
Loss = 1.6582e-01, PNorm = 1448.2028, GNorm = 0.5312, lr_0 = 3.7287e-04
Loss = 1.3239e-01, PNorm = 1448.2381, GNorm = 0.4030, lr_0 = 3.7284e-04
Loss = 1.3403e-01, PNorm = 1448.2642, GNorm = 0.2235, lr_0 = 3.7281e-04
Loss = 2.2303e-01, PNorm = 1448.2857, GNorm = 0.8418, lr_0 = 3.7277e-04
Loss = 1.3689e-01, PNorm = 1448.3074, GNorm = 0.2794, lr_0 = 3.7274e-04
Loss = 1.1925e-01, PNorm = 1448.3336, GNorm = 0.3503, lr_0 = 3.7271e-04
Loss = 1.3772e-01, PNorm = 1448.3588, GNorm = 0.5159, lr_0 = 3.7267e-04
Loss = 1.3886e-01, PNorm = 1448.3850, GNorm = 0.5138, lr_0 = 3.7264e-04
Loss = 1.1696e-01, PNorm = 1448.4061, GNorm = 0.4011, lr_0 = 3.7260e-04
Loss = 1.0710e-01, PNorm = 1448.4205, GNorm = 0.1294, lr_0 = 3.7257e-04
Loss = 2.1733e-01, PNorm = 1448.4339, GNorm = 0.6807, lr_0 = 3.7254e-04
Loss = 1.3804e-01, PNorm = 1448.4522, GNorm = 0.3413, lr_0 = 3.7250e-04
Loss = 1.3753e-01, PNorm = 1448.4714, GNorm = 1.0356, lr_0 = 3.7247e-04
Loss = 1.4876e-01, PNorm = 1448.4954, GNorm = 0.8699, lr_0 = 3.7244e-04
Loss = 1.6727e-01, PNorm = 1448.5180, GNorm = 0.6165, lr_0 = 3.7240e-04
Loss = 1.2268e-01, PNorm = 1448.5443, GNorm = 0.4097, lr_0 = 3.7237e-04
Loss = 1.9362e-01, PNorm = 1448.5740, GNorm = 1.3458, lr_0 = 3.7233e-04
Loss = 1.8778e-01, PNorm = 1448.6120, GNorm = 0.6063, lr_0 = 3.7230e-04
Loss = 1.5240e-01, PNorm = 1448.6453, GNorm = 0.5757, lr_0 = 3.7227e-04
Loss = 1.7425e-01, PNorm = 1448.6778, GNorm = 1.1658, lr_0 = 3.7223e-04
Loss = 1.5238e-01, PNorm = 1448.7060, GNorm = 0.7017, lr_0 = 3.7220e-04
Loss = 1.2984e-01, PNorm = 1448.7292, GNorm = 0.9431, lr_0 = 3.7217e-04
Loss = 1.6668e-01, PNorm = 1448.7505, GNorm = 1.4331, lr_0 = 3.7213e-04
Loss = 1.5391e-01, PNorm = 1448.7705, GNorm = 1.6076, lr_0 = 3.7210e-04
Loss = 1.2261e-01, PNorm = 1448.7852, GNorm = 0.9719, lr_0 = 3.7206e-04
Loss = 1.4941e-01, PNorm = 1448.7994, GNorm = 0.2964, lr_0 = 3.7203e-04
Loss = 1.6192e-01, PNorm = 1448.8170, GNorm = 0.2714, lr_0 = 3.7200e-04
Loss = 1.7254e-01, PNorm = 1448.8355, GNorm = 1.2941, lr_0 = 3.7196e-04
Loss = 1.3053e-01, PNorm = 1448.8508, GNorm = 0.4057, lr_0 = 3.7193e-04
Loss = 2.4928e-01, PNorm = 1448.8737, GNorm = 0.8841, lr_0 = 3.7190e-04
Loss = 1.2499e-01, PNorm = 1448.8965, GNorm = 1.1684, lr_0 = 3.7186e-04
Loss = 1.6800e-01, PNorm = 1448.9181, GNorm = 0.6723, lr_0 = 3.7183e-04
Loss = 1.5390e-01, PNorm = 1448.9463, GNorm = 1.0185, lr_0 = 3.7180e-04
Loss = 1.8842e-01, PNorm = 1448.9704, GNorm = 0.4417, lr_0 = 3.7176e-04
Loss = 1.6949e-01, PNorm = 1448.9884, GNorm = 0.5683, lr_0 = 3.7173e-04
Loss = 1.6517e-01, PNorm = 1449.0052, GNorm = 0.8821, lr_0 = 3.7169e-04
Loss = 1.6919e-01, PNorm = 1449.0250, GNorm = 0.6016, lr_0 = 3.7166e-04
Loss = 1.5694e-01, PNorm = 1449.0495, GNorm = 0.7221, lr_0 = 3.7163e-04
Loss = 1.1299e-01, PNorm = 1449.0731, GNorm = 0.2073, lr_0 = 3.7159e-04
Loss = 1.3498e-01, PNorm = 1449.0955, GNorm = 1.1023, lr_0 = 3.7156e-04
Loss = 9.7350e-02, PNorm = 1449.1175, GNorm = 0.7161, lr_0 = 3.7153e-04
Loss = 1.5447e-01, PNorm = 1449.1380, GNorm = 0.1983, lr_0 = 3.7149e-04
Loss = 1.9695e-01, PNorm = 1449.1562, GNorm = 0.7149, lr_0 = 3.7146e-04
Loss = 1.4051e-01, PNorm = 1449.1709, GNorm = 0.9961, lr_0 = 3.7142e-04
Loss = 1.5680e-01, PNorm = 1449.1869, GNorm = 0.1549, lr_0 = 3.7139e-04
Loss = 1.7312e-01, PNorm = 1449.2145, GNorm = 0.2735, lr_0 = 3.7136e-04
Loss = 2.0381e-01, PNorm = 1449.2398, GNorm = 0.7981, lr_0 = 3.7132e-04
Loss = 1.5710e-01, PNorm = 1449.2692, GNorm = 0.5225, lr_0 = 3.7129e-04
Loss = 1.2793e-01, PNorm = 1449.2918, GNorm = 0.5025, lr_0 = 3.7126e-04
Loss = 1.6994e-01, PNorm = 1449.3119, GNorm = 0.5059, lr_0 = 3.7122e-04
Loss = 1.8073e-01, PNorm = 1449.3428, GNorm = 0.7512, lr_0 = 3.7119e-04
Loss = 2.0585e-01, PNorm = 1449.3684, GNorm = 0.4964, lr_0 = 3.7116e-04
Loss = 1.4267e-01, PNorm = 1449.3925, GNorm = 0.7659, lr_0 = 3.7112e-04
Loss = 1.8020e-01, PNorm = 1449.4332, GNorm = 0.6589, lr_0 = 3.7109e-04
Loss = 1.5585e-01, PNorm = 1449.4631, GNorm = 0.5582, lr_0 = 3.7105e-04
Loss = 1.2160e-01, PNorm = 1449.5016, GNorm = 0.8062, lr_0 = 3.7102e-04
Loss = 1.2984e-01, PNorm = 1449.5262, GNorm = 0.6156, lr_0 = 3.7099e-04
Loss = 1.1614e-01, PNorm = 1449.5478, GNorm = 0.4695, lr_0 = 3.7095e-04
Loss = 1.4773e-01, PNorm = 1449.5684, GNorm = 0.8365, lr_0 = 3.7092e-04
Loss = 1.2716e-01, PNorm = 1449.5925, GNorm = 0.5319, lr_0 = 3.7089e-04
Loss = 1.5655e-01, PNorm = 1449.6150, GNorm = 0.1635, lr_0 = 3.7085e-04
Loss = 1.5702e-01, PNorm = 1449.6391, GNorm = 0.9854, lr_0 = 3.7082e-04
Loss = 7.1013e-02, PNorm = 1449.6585, GNorm = 0.3488, lr_0 = 3.7079e-04
Loss = 1.8898e-01, PNorm = 1449.6773, GNorm = 0.5279, lr_0 = 3.7075e-04
Loss = 1.0433e-01, PNorm = 1449.6953, GNorm = 0.5606, lr_0 = 3.7072e-04
Loss = 1.6326e-01, PNorm = 1449.7127, GNorm = 2.2254, lr_0 = 3.7069e-04
Loss = 2.1488e-01, PNorm = 1449.7287, GNorm = 0.4230, lr_0 = 3.7065e-04
Loss = 1.4623e-01, PNorm = 1449.7517, GNorm = 0.6582, lr_0 = 3.7062e-04
Loss = 9.5420e-02, PNorm = 1449.7825, GNorm = 1.9119, lr_0 = 3.7058e-04
Loss = 1.3951e-01, PNorm = 1449.8079, GNorm = 0.3335, lr_0 = 3.7055e-04
Loss = 1.1543e-01, PNorm = 1449.8318, GNorm = 0.1635, lr_0 = 3.7052e-04
Loss = 1.2045e-01, PNorm = 1449.8560, GNorm = 1.2164, lr_0 = 3.7048e-04
Loss = 1.0451e-01, PNorm = 1449.8830, GNorm = 0.3683, lr_0 = 3.7045e-04
Loss = 1.6303e-01, PNorm = 1449.9009, GNorm = 0.8363, lr_0 = 3.7042e-04
Loss = 1.9894e-01, PNorm = 1449.9163, GNorm = 0.3916, lr_0 = 3.7038e-04
Loss = 1.6123e-01, PNorm = 1449.9368, GNorm = 2.3023, lr_0 = 3.7035e-04
Loss = 1.0757e-01, PNorm = 1449.9623, GNorm = 0.3590, lr_0 = 3.7032e-04
Loss = 1.6324e-01, PNorm = 1449.9798, GNorm = 0.1485, lr_0 = 3.7028e-04
Loss = 2.0911e-01, PNorm = 1449.9999, GNorm = 1.3597, lr_0 = 3.7025e-04
Loss = 1.3016e-01, PNorm = 1450.0310, GNorm = 1.1556, lr_0 = 3.7022e-04
Loss = 1.8643e-01, PNorm = 1450.0510, GNorm = 1.2469, lr_0 = 3.7018e-04
Loss = 1.3641e-01, PNorm = 1450.0700, GNorm = 1.3504, lr_0 = 3.7015e-04
Loss = 1.8787e-01, PNorm = 1450.0871, GNorm = 0.4714, lr_0 = 3.7012e-04
Loss = 2.5420e-01, PNorm = 1450.1132, GNorm = 0.9367, lr_0 = 3.7008e-04
Loss = 1.4492e-01, PNorm = 1450.1521, GNorm = 0.6402, lr_0 = 3.7005e-04
Loss = 1.3798e-01, PNorm = 1450.1840, GNorm = 0.9346, lr_0 = 3.7001e-04
Loss = 2.1128e-01, PNorm = 1450.2086, GNorm = 0.7721, lr_0 = 3.6998e-04
Loss = 2.4854e-01, PNorm = 1450.2357, GNorm = 1.0873, lr_0 = 3.6995e-04
Loss = 1.5812e-01, PNorm = 1450.2665, GNorm = 0.3069, lr_0 = 3.6991e-04
Loss = 1.7318e-01, PNorm = 1450.3023, GNorm = 0.4488, lr_0 = 3.6988e-04
Loss = 4.9054e-02, PNorm = 1450.3282, GNorm = 0.2007, lr_0 = 3.6985e-04
Loss = 2.0319e-01, PNorm = 1450.3441, GNorm = 0.3725, lr_0 = 3.6981e-04
Loss = 1.2814e-01, PNorm = 1450.3578, GNorm = 0.3313, lr_0 = 3.6978e-04
Loss = 1.7160e-01, PNorm = 1450.3701, GNorm = 0.3808, lr_0 = 3.6975e-04
Loss = 1.6888e-01, PNorm = 1450.3895, GNorm = 0.8631, lr_0 = 3.6971e-04
Loss = 2.5655e-01, PNorm = 1450.4190, GNorm = 0.7180, lr_0 = 3.6968e-04
Loss = 1.6356e-01, PNorm = 1450.4598, GNorm = 0.5312, lr_0 = 3.6965e-04
Loss = 1.3271e-01, PNorm = 1450.4865, GNorm = 0.1609, lr_0 = 3.6961e-04
Loss = 1.5097e-01, PNorm = 1450.5239, GNorm = 0.8203, lr_0 = 3.6958e-04
Loss = 1.5924e-01, PNorm = 1450.5612, GNorm = 0.2936, lr_0 = 3.6955e-04
Loss = 1.5113e-01, PNorm = 1450.5880, GNorm = 1.8085, lr_0 = 3.6951e-04
Loss = 2.1658e-01, PNorm = 1450.6054, GNorm = 0.6590, lr_0 = 3.6948e-04
Loss = 1.2295e-01, PNorm = 1450.6243, GNorm = 0.5013, lr_0 = 3.6945e-04
Loss = 1.5058e-01, PNorm = 1450.6427, GNorm = 0.3335, lr_0 = 3.6941e-04
Loss = 2.0891e-01, PNorm = 1450.6629, GNorm = 0.6827, lr_0 = 3.6938e-04
Loss = 1.4924e-01, PNorm = 1450.6807, GNorm = 0.3442, lr_0 = 3.6934e-04
Loss = 1.9310e-01, PNorm = 1450.7028, GNorm = 0.5954, lr_0 = 3.6931e-04
Loss = 9.4881e-02, PNorm = 1450.7270, GNorm = 0.1360, lr_0 = 3.6928e-04
Loss = 1.3982e-01, PNorm = 1450.7456, GNorm = 0.5400, lr_0 = 3.6924e-04
Loss = 1.9289e-01, PNorm = 1450.7626, GNorm = 0.5243, lr_0 = 3.6921e-04
Loss = 1.5266e-01, PNorm = 1450.7803, GNorm = 0.1720, lr_0 = 3.6918e-04
Loss = 1.6698e-01, PNorm = 1450.7964, GNorm = 1.3348, lr_0 = 3.6914e-04
Loss = 1.7870e-01, PNorm = 1450.8129, GNorm = 1.0844, lr_0 = 3.6911e-04
Loss = 1.6798e-01, PNorm = 1450.8296, GNorm = 0.5871, lr_0 = 3.6908e-04
Loss = 1.8186e-01, PNorm = 1450.8498, GNorm = 0.3657, lr_0 = 3.6904e-04
Loss = 1.3233e-01, PNorm = 1450.8711, GNorm = 1.1452, lr_0 = 3.6901e-04
Loss = 1.5516e-01, PNorm = 1450.8963, GNorm = 0.8884, lr_0 = 3.6898e-04
Loss = 1.2469e-01, PNorm = 1450.9159, GNorm = 0.4352, lr_0 = 3.6894e-04
Loss = 1.8073e-01, PNorm = 1450.9348, GNorm = 0.7492, lr_0 = 3.6891e-04
Loss = 1.6946e-01, PNorm = 1450.9681, GNorm = 1.6353, lr_0 = 3.6888e-04
Loss = 1.4217e-01, PNorm = 1450.9883, GNorm = 1.1660, lr_0 = 3.6884e-04
Loss = 1.3735e-01, PNorm = 1451.0061, GNorm = 0.3726, lr_0 = 3.6881e-04
Loss = 1.7298e-01, PNorm = 1451.0304, GNorm = 0.8989, lr_0 = 3.6878e-04
Loss = 1.5386e-01, PNorm = 1451.0528, GNorm = 0.1897, lr_0 = 3.6874e-04
Loss = 1.8822e-01, PNorm = 1451.0792, GNorm = 0.4274, lr_0 = 3.6871e-04
Loss = 2.0032e-01, PNorm = 1451.1063, GNorm = 1.2390, lr_0 = 3.6868e-04
Loss = 2.0533e-01, PNorm = 1451.1314, GNorm = 0.9124, lr_0 = 3.6864e-04
Loss = 1.6892e-01, PNorm = 1451.1644, GNorm = 0.5668, lr_0 = 3.6861e-04
Loss = 1.6255e-01, PNorm = 1451.1968, GNorm = 0.4939, lr_0 = 3.6858e-04
Loss = 1.6397e-01, PNorm = 1451.2312, GNorm = 0.7723, lr_0 = 3.6854e-04
Loss = 1.1762e-01, PNorm = 1451.2607, GNorm = 0.7001, lr_0 = 3.6851e-04
Loss = 1.4699e-01, PNorm = 1451.2859, GNorm = 0.2566, lr_0 = 3.6848e-04
Loss = 1.4064e-01, PNorm = 1451.3082, GNorm = 0.9805, lr_0 = 3.6844e-04
Loss = 1.6611e-01, PNorm = 1451.3276, GNorm = 0.6829, lr_0 = 3.6841e-04
Loss = 1.6393e-01, PNorm = 1451.3501, GNorm = 0.3464, lr_0 = 3.6838e-04
Loss = 1.6521e-01, PNorm = 1451.3717, GNorm = 1.2591, lr_0 = 3.6834e-04
Loss = 1.4312e-01, PNorm = 1451.3978, GNorm = 0.3222, lr_0 = 3.6831e-04
Loss = 1.8140e-01, PNorm = 1451.4256, GNorm = 1.1707, lr_0 = 3.6828e-04
Loss = 1.4374e-01, PNorm = 1451.4521, GNorm = 0.4322, lr_0 = 3.6824e-04
Loss = 2.1366e-01, PNorm = 1451.4844, GNorm = 0.9160, lr_0 = 3.6821e-04
Loss = 1.5182e-01, PNorm = 1451.5093, GNorm = 0.1633, lr_0 = 3.6818e-04
Loss = 2.0878e-01, PNorm = 1451.5311, GNorm = 0.8218, lr_0 = 3.6814e-04
Loss = 1.4617e-01, PNorm = 1451.5596, GNorm = 0.5096, lr_0 = 3.6811e-04
Loss = 1.8431e-01, PNorm = 1451.5860, GNorm = 0.7478, lr_0 = 3.6808e-04
Loss = 1.4987e-01, PNorm = 1451.6076, GNorm = 0.9307, lr_0 = 3.6804e-04
Loss = 1.3914e-01, PNorm = 1451.6267, GNorm = 0.3771, lr_0 = 3.6801e-04
Loss = 1.5784e-01, PNorm = 1451.6457, GNorm = 0.6363, lr_0 = 3.6798e-04
Loss = 1.5991e-01, PNorm = 1451.6670, GNorm = 0.6671, lr_0 = 3.6794e-04
Loss = 1.6843e-01, PNorm = 1451.6899, GNorm = 0.2849, lr_0 = 3.6791e-04
Loss = 1.6889e-01, PNorm = 1451.7140, GNorm = 0.7598, lr_0 = 3.6788e-04
Loss = 1.9225e-01, PNorm = 1451.7418, GNorm = 1.0199, lr_0 = 3.6784e-04
Loss = 1.9537e-01, PNorm = 1451.7747, GNorm = 0.9470, lr_0 = 3.6781e-04
Loss = 1.5343e-01, PNorm = 1451.8066, GNorm = 0.8628, lr_0 = 3.6778e-04
Loss = 2.1153e-01, PNorm = 1451.8364, GNorm = 0.6717, lr_0 = 3.6774e-04
Loss = 1.6766e-01, PNorm = 1451.8654, GNorm = 0.2957, lr_0 = 3.6771e-04
Loss = 1.6706e-01, PNorm = 1451.8963, GNorm = 0.2434, lr_0 = 3.6768e-04
Loss = 1.4025e-01, PNorm = 1451.9216, GNorm = 0.9743, lr_0 = 3.6764e-04
Loss = 1.3709e-01, PNorm = 1451.9414, GNorm = 0.6414, lr_0 = 3.6761e-04
Loss = 1.6274e-01, PNorm = 1451.9593, GNorm = 0.7440, lr_0 = 3.6758e-04
Loss = 1.6199e-01, PNorm = 1451.9979, GNorm = 1.0232, lr_0 = 3.6754e-04
Loss = 1.8798e-01, PNorm = 1452.0263, GNorm = 0.2111, lr_0 = 3.6751e-04
Loss = 2.1307e-01, PNorm = 1452.0563, GNorm = 1.1641, lr_0 = 3.6748e-04
Loss = 1.5360e-01, PNorm = 1452.0931, GNorm = 0.2948, lr_0 = 3.6744e-04
Validation cross_entropy = 0.222995
Validation accuracy = 0.956880
Validation top3 = 0.981834
Epoch 12
Loss = 1.7988e-01, PNorm = 1452.1398, GNorm = 0.4913, lr_0 = 3.6741e-04
Loss = 1.4945e-01, PNorm = 1452.1817, GNorm = 0.6959, lr_0 = 3.6738e-04
Loss = 9.9991e-02, PNorm = 1452.2092, GNorm = 0.8461, lr_0 = 3.6734e-04
Loss = 1.0839e-01, PNorm = 1452.2295, GNorm = 0.3878, lr_0 = 3.6731e-04
Loss = 1.7581e-01, PNorm = 1452.2445, GNorm = 0.9583, lr_0 = 3.6728e-04
Loss = 1.4266e-01, PNorm = 1452.2572, GNorm = 0.2572, lr_0 = 3.6724e-04
Loss = 1.3215e-01, PNorm = 1452.2723, GNorm = 0.2893, lr_0 = 3.6721e-04
Loss = 1.2868e-01, PNorm = 1452.2865, GNorm = 0.3652, lr_0 = 3.6718e-04
Loss = 1.3478e-01, PNorm = 1452.2982, GNorm = 0.3172, lr_0 = 3.6714e-04
Loss = 1.1948e-01, PNorm = 1452.3126, GNorm = 0.6503, lr_0 = 3.6711e-04
Loss = 9.4661e-02, PNorm = 1452.3273, GNorm = 0.2634, lr_0 = 3.6708e-04
Loss = 1.5707e-01, PNorm = 1452.3406, GNorm = 0.7308, lr_0 = 3.6704e-04
Loss = 1.2287e-01, PNorm = 1452.3581, GNorm = 0.3068, lr_0 = 3.6701e-04
Loss = 1.4869e-01, PNorm = 1452.3782, GNorm = 0.9748, lr_0 = 3.6698e-04
Loss = 2.0037e-01, PNorm = 1452.3988, GNorm = 1.0930, lr_0 = 3.6694e-04
Loss = 1.2954e-01, PNorm = 1452.4320, GNorm = 0.3688, lr_0 = 3.6691e-04
Loss = 1.0330e-01, PNorm = 1452.4573, GNorm = 0.6269, lr_0 = 3.6688e-04
Loss = 1.2229e-01, PNorm = 1452.4813, GNorm = 0.3735, lr_0 = 3.6684e-04
Loss = 1.4684e-01, PNorm = 1452.5023, GNorm = 1.3895, lr_0 = 3.6681e-04
Loss = 1.3159e-01, PNorm = 1452.5183, GNorm = 0.5060, lr_0 = 3.6678e-04
Loss = 2.1656e-01, PNorm = 1452.5321, GNorm = 0.5887, lr_0 = 3.6674e-04
Loss = 1.5147e-01, PNorm = 1452.5506, GNorm = 0.5052, lr_0 = 3.6671e-04
Loss = 1.1447e-01, PNorm = 1452.5918, GNorm = 0.7950, lr_0 = 3.6668e-04
Loss = 1.6680e-01, PNorm = 1452.6233, GNorm = 0.8800, lr_0 = 3.6665e-04
Loss = 1.3187e-01, PNorm = 1452.6491, GNorm = 0.7531, lr_0 = 3.6661e-04
Loss = 1.7095e-01, PNorm = 1452.6660, GNorm = 0.5276, lr_0 = 3.6658e-04
Loss = 1.4766e-01, PNorm = 1452.6841, GNorm = 0.8475, lr_0 = 3.6655e-04
Loss = 2.1649e-01, PNorm = 1452.7027, GNorm = 1.0703, lr_0 = 3.6651e-04
Loss = 1.6257e-01, PNorm = 1452.7240, GNorm = 0.6971, lr_0 = 3.6648e-04
Loss = 1.1508e-01, PNorm = 1452.7474, GNorm = 0.7480, lr_0 = 3.6645e-04
Loss = 1.2161e-01, PNorm = 1452.7678, GNorm = 0.5655, lr_0 = 3.6641e-04
Loss = 1.0212e-01, PNorm = 1452.7850, GNorm = 0.6541, lr_0 = 3.6638e-04
Loss = 1.3265e-01, PNorm = 1452.8014, GNorm = 0.5470, lr_0 = 3.6635e-04
Loss = 1.4438e-01, PNorm = 1452.8183, GNorm = 0.9010, lr_0 = 3.6631e-04
Loss = 1.7314e-01, PNorm = 1452.8387, GNorm = 0.8118, lr_0 = 3.6628e-04
Loss = 1.8369e-01, PNorm = 1452.8578, GNorm = 0.5860, lr_0 = 3.6625e-04
Loss = 1.2817e-01, PNorm = 1452.8750, GNorm = 0.6035, lr_0 = 3.6621e-04
Loss = 1.3108e-01, PNorm = 1452.8901, GNorm = 0.6026, lr_0 = 3.6618e-04
Loss = 1.1883e-01, PNorm = 1452.9067, GNorm = 0.5791, lr_0 = 3.6615e-04
Loss = 1.7204e-01, PNorm = 1452.9264, GNorm = 1.2005, lr_0 = 3.6611e-04
Loss = 1.1595e-01, PNorm = 1452.9551, GNorm = 0.6338, lr_0 = 3.6608e-04
Loss = 1.6878e-01, PNorm = 1452.9748, GNorm = 0.8693, lr_0 = 3.6605e-04
Loss = 1.5385e-01, PNorm = 1452.9960, GNorm = 0.3090, lr_0 = 3.6601e-04
Loss = 9.2411e-02, PNorm = 1453.0172, GNorm = 0.2572, lr_0 = 3.6598e-04
Loss = 1.4860e-01, PNorm = 1453.0378, GNorm = 0.4557, lr_0 = 3.6595e-04
Loss = 1.6698e-01, PNorm = 1453.0618, GNorm = 0.2351, lr_0 = 3.6592e-04
Loss = 1.3785e-01, PNorm = 1453.0893, GNorm = 0.3855, lr_0 = 3.6588e-04
Loss = 1.1376e-01, PNorm = 1453.1203, GNorm = 0.6886, lr_0 = 3.6585e-04
Loss = 1.2983e-01, PNorm = 1453.1423, GNorm = 0.6089, lr_0 = 3.6582e-04
Loss = 1.8490e-01, PNorm = 1453.1569, GNorm = 1.0915, lr_0 = 3.6578e-04
Loss = 1.4215e-01, PNorm = 1453.1726, GNorm = 0.9002, lr_0 = 3.6575e-04
Loss = 1.4793e-01, PNorm = 1453.1891, GNorm = 0.8814, lr_0 = 3.6572e-04
Loss = 1.1777e-01, PNorm = 1453.2096, GNorm = 0.6985, lr_0 = 3.6568e-04
Loss = 1.7780e-01, PNorm = 1453.2258, GNorm = 0.9007, lr_0 = 3.6565e-04
Loss = 1.9340e-01, PNorm = 1453.2387, GNorm = 1.3458, lr_0 = 3.6562e-04
Loss = 1.0879e-01, PNorm = 1453.2559, GNorm = 1.0832, lr_0 = 3.6558e-04
Loss = 1.3587e-01, PNorm = 1453.2835, GNorm = 0.3302, lr_0 = 3.6555e-04
Loss = 1.6707e-01, PNorm = 1453.3069, GNorm = 1.3875, lr_0 = 3.6552e-04
Loss = 1.2957e-01, PNorm = 1453.3289, GNorm = 0.7934, lr_0 = 3.6548e-04
Loss = 1.5175e-01, PNorm = 1453.3471, GNorm = 0.4732, lr_0 = 3.6545e-04
Loss = 1.2676e-01, PNorm = 1453.3669, GNorm = 0.7929, lr_0 = 3.6542e-04
Loss = 1.6681e-01, PNorm = 1453.3876, GNorm = 0.7537, lr_0 = 3.6539e-04
Loss = 1.2415e-01, PNorm = 1453.4071, GNorm = 0.1821, lr_0 = 3.6535e-04
Loss = 1.0341e-01, PNorm = 1453.4295, GNorm = 0.1969, lr_0 = 3.6532e-04
Loss = 1.9194e-01, PNorm = 1453.4457, GNorm = 1.6425, lr_0 = 3.6529e-04
Loss = 1.2373e-01, PNorm = 1453.4638, GNorm = 1.1724, lr_0 = 3.6525e-04
Loss = 1.6070e-01, PNorm = 1453.4797, GNorm = 1.2934, lr_0 = 3.6522e-04
Loss = 1.3918e-01, PNorm = 1453.5005, GNorm = 0.3976, lr_0 = 3.6519e-04
Loss = 1.4404e-01, PNorm = 1453.5218, GNorm = 0.7643, lr_0 = 3.6515e-04
Loss = 9.8359e-02, PNorm = 1453.5399, GNorm = 0.6217, lr_0 = 3.6512e-04
Loss = 1.4810e-01, PNorm = 1453.5572, GNorm = 0.2276, lr_0 = 3.6509e-04
Loss = 1.9527e-01, PNorm = 1453.5767, GNorm = 0.9699, lr_0 = 3.6505e-04
Loss = 1.4487e-01, PNorm = 1453.5979, GNorm = 0.3971, lr_0 = 3.6502e-04
Loss = 1.2672e-01, PNorm = 1453.6152, GNorm = 0.3694, lr_0 = 3.6499e-04
Loss = 2.1890e-01, PNorm = 1453.6365, GNorm = 1.3498, lr_0 = 3.6496e-04
Loss = 1.2855e-01, PNorm = 1453.6591, GNorm = 0.5332, lr_0 = 3.6492e-04
Loss = 1.0183e-01, PNorm = 1453.6808, GNorm = 0.3023, lr_0 = 3.6489e-04
Loss = 1.1899e-01, PNorm = 1453.7021, GNorm = 0.6794, lr_0 = 3.6486e-04
Loss = 1.1714e-01, PNorm = 1453.7234, GNorm = 0.5810, lr_0 = 3.6482e-04
Loss = 1.5823e-01, PNorm = 1453.7419, GNorm = 0.4416, lr_0 = 3.6479e-04
Loss = 1.3953e-01, PNorm = 1453.7583, GNorm = 0.4858, lr_0 = 3.6476e-04
Loss = 1.4679e-01, PNorm = 1453.7729, GNorm = 0.9533, lr_0 = 3.6472e-04
Loss = 1.5430e-01, PNorm = 1453.7910, GNorm = 0.6597, lr_0 = 3.6469e-04
Loss = 1.9080e-01, PNorm = 1453.8126, GNorm = 1.1366, lr_0 = 3.6466e-04
Loss = 1.2960e-01, PNorm = 1453.8326, GNorm = 1.3221, lr_0 = 3.6462e-04
Loss = 1.3209e-01, PNorm = 1453.8504, GNorm = 1.2580, lr_0 = 3.6459e-04
Loss = 1.7704e-01, PNorm = 1453.8677, GNorm = 0.6784, lr_0 = 3.6456e-04
Loss = 1.4163e-01, PNorm = 1453.8922, GNorm = 0.4760, lr_0 = 3.6453e-04
Loss = 1.5004e-01, PNorm = 1453.9177, GNorm = 0.2307, lr_0 = 3.6449e-04
Loss = 1.7689e-01, PNorm = 1453.9395, GNorm = 0.7783, lr_0 = 3.6446e-04
Loss = 1.5439e-01, PNorm = 1453.9650, GNorm = 0.4360, lr_0 = 3.6443e-04
Loss = 1.5326e-01, PNorm = 1453.9877, GNorm = 0.7056, lr_0 = 3.6439e-04
Loss = 1.6051e-01, PNorm = 1454.0105, GNorm = 0.2466, lr_0 = 3.6436e-04
Loss = 1.3887e-01, PNorm = 1454.0372, GNorm = 0.6280, lr_0 = 3.6433e-04
Loss = 1.4056e-01, PNorm = 1454.0687, GNorm = 0.9809, lr_0 = 3.6429e-04
Loss = 1.2176e-01, PNorm = 1454.0930, GNorm = 0.3814, lr_0 = 3.6426e-04
Loss = 1.8433e-01, PNorm = 1454.1136, GNorm = 1.0402, lr_0 = 3.6423e-04
Loss = 1.2922e-01, PNorm = 1454.1333, GNorm = 0.5667, lr_0 = 3.6420e-04
Loss = 1.8433e-01, PNorm = 1454.1539, GNorm = 0.2207, lr_0 = 3.6416e-04
Loss = 1.5167e-01, PNorm = 1454.1731, GNorm = 0.6786, lr_0 = 3.6413e-04
Loss = 1.2630e-01, PNorm = 1454.2028, GNorm = 0.4236, lr_0 = 3.6410e-04
Loss = 1.7983e-01, PNorm = 1454.2285, GNorm = 0.4548, lr_0 = 3.6406e-04
Loss = 1.4186e-01, PNorm = 1454.2565, GNorm = 1.4614, lr_0 = 3.6403e-04
Loss = 1.6725e-01, PNorm = 1454.2768, GNorm = 0.5409, lr_0 = 3.6400e-04
Loss = 1.5331e-01, PNorm = 1454.2920, GNorm = 0.3634, lr_0 = 3.6396e-04
Loss = 1.7710e-01, PNorm = 1454.3090, GNorm = 0.3278, lr_0 = 3.6393e-04
